directorio,sex,female,age,max_educ_level,total_hours_worked,estrato1,micro_empresa,formal,tipo_ocup,size_firm,oficio,college,ingtot,y_ing_lab_m,y_ing_lab_m_ha,y_salary_m,y_salary_m_hu,y_total_m,y_total_m_ha
4593589,0,1,34,7,40,3,0,1,2,5,39,0,3500000,3500000,20416.666015625,3500000,20416.666015625,3500000,20416.666015625
4593590,0,1,29,6,48,1,0,1,1,5,45,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4593591,1,0,24,6,96,2,0,1,1,4,58,1,869453,869453,2113.25390625,781242,1898.85205078125,869453,2113.25390625
4593591,0,1,22,7,28,2,0,1,1,5,33,0,899453,899453,7495.44189453125,781242,6510.35009765625,899453,7495.44189453125
4593594,1,0,26,5,40,2,1,0,1,2,53,0,400000,400000,2333.33325195312,400000,2333.33325195312,400000,2333.33325195312
4593595,0,1,53,6,30,3,0,1,1,5,55,1,574877.666666667,574877.625,4471.2705078125,380000,4433.33349609375,574877.625,4471.2705078125
4593597,0,1,59,6,48,3,0,1,1,4,55,1,906953,906953,4408.79931640625,781242,3797.7041015625,906953,4408.79931640625
4593599,1,0,24,3,60,2,1,0,1,2,53,0,1260000,1200000,4666.66650390625,1200000,4666.66650390625,1200000,4666.66650390625
4593602,1,0,22,6,60,2,1,0,1,2,87,1,880000,880000,3422.22216796875,880000,3422.22216796875,880000,3422.22216796875
4596226,1,0,40,7,60,4,0,1,1,5,44,0,2018211,2018211,7848.59814453125,1900000,7388.888671875,2018211,7848.59814453125
4597356,0,1,43,7,45,3,0,1,1,5,8,0,5317500,5316666.5,27567.900390625,3900000,20222.22265625,5316666.5,27567.900390625
4597356,0,1,29,7,48,3,0,1,1,5,19,0,1950000,1950000,9479.1669921875,1800000,8750,1950000,9479.1669921875
4597357,1,0,58,3,48,3,0,0,1,4,95,0,840000,840000,4083.33325195312,840000,4083.33325195312,840000,4083.33325195312
4597357,0,1,54,4,48,3,1,0,1,2,53,0,780000,480000,2333.33325195312,480000,2333.33325195312,480000,2333.33325195312
4597361,0,1,45,7,30,3,0,1,2,5,13,0,2166666.66666667,2166666.75,16851.8515625,2000000,15555.5556640625,2166666.75,16851.8515625
4597362,0,1,49,7,48,3,0,1,1,5,55,0,936000,936000,4550,783000,3806.25,936000,4550
4597362,1,0,24,7,48,3,0,1,1,5,8,0,3793333.33333333,3793333.5,18439.81640625,3260000,15847.22265625,3793333.5,18439.81640625
4599034,1,0,42,5,48,2,0,1,1,5,95,0,2350833.33333333,2350833.25,11427.662109375,1945000,9454.861328125,2350833.25,11427.662109375
4599035,0,1,54,1,66,2,1,0,1,2,99,0,740000,600000,2121.21215820312,600000,2121.21215820312,600000,2121.21215820312
4599036,0,1,50,4,84,2,1,0,1,2,53,0,1600000,1300000,3611.11108398438,1300000,3611.11108398438,1300000,3611.11108398438
4599036,0,1,28,6,48,2,0,1,1,4,39,1,1501666.66666667,1251666.625,6084.49072265625,1100000,5347.22216796875,1251666.625,6084.49072265625
4599037,1,0,39,5,48,2,0,1,1,4,87,0,1143333.33333333,1143333.375,5557.87060546875,1000000,4861.111328125,1143333.375,5557.87060546875
4599039,1,0,31,7,40,2,0,1,1,5,13,0,1625000,1625000,9479.1669921875,1500000,8750,1625000,9479.1669921875
4599041,0,1,27,6,48,2,0,1,1,5,58,1,1312500,992500,4824.65283203125,950000,4618.0556640625,992500,4824.65283203125
4599041,1,0,25,6,48,2,0,1,1,5,58,1,1163000,1163000,5653.47216796875,1163000,5653.47216796875,1163000,5653.47216796875
4599044,1,0,43,7,72,3,0,1,1,5,98,0,1530929.41666667,930929.4375,3016.90087890625,781242,2531.802734375,930929.4375,3016.90087890625
4599044,0,1,42,4,25,3,1,0,3,1,54,0,450000,350000,3266.66674804688,350000,3266.66674804688,350000,3266.66674804688
4599045,0,1,29,7,48,3,0,0,1,3,39,0,1300000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4599047,1,0,37,3,91,2,1,0,1,2,40,0,2000000,2000000,5128.205078125,2000000,5128.205078125,2000000,5128.205078125
4599048,0,1,32,5,56,2,1,0,3,1,54,0,1390000,600000,2500,600000,2500,600000,2500
4599048,0,1,20,5,48,2,0,0,1,3,50,0,1244000,1100000,5347.22216796875,1100000,5347.22216796875,1100000,5347.22216796875
4599049,0,1,40,6,30,3,1,0,1,2,97,1,450000,450000,3500,450000,3500,450000,3500
4599049,0,1,20,7,40,3,1,1,1,2,97,0,375000,300000,1750,300000,1750,300000,1750
4599051,0,1,33,7,40,2,0,1,1,4,13,0,1300000,1300000,7583.33349609375,1200000,7000,1300000,7583.33349609375
4599051,1,0,38,7,40,2,0,1,1,4,58,0,1113333.33333333,1113333.375,6494.44482421875,1000000,5833.33349609375,1113333.375,6494.44482421875
4599053,1,0,45,7,48,3,0,1,1,5,30,0,2166666.66666667,2166666.75,10532.408203125,2000000,9722.22265625,2166666.75,10532.408203125
4599054,1,0,65,7,58,4,0,1,2,5,39,0,4666666.66666667,4666667,18773.947265625,4000000,16091.9541015625,4666667,18773.947265625
4599057,1,0,40,6,48,2,0,1,1,5,37,1,990929.416666667,990929.4375,4817.01806640625,781242,3797.7041015625,990929.4375,4817.01806640625
4599057,0,1,40,7,45,2,0,1,1,4,21,0,1231544.33333333,1231544.375,6385.78564453125,1000000,5185.18505859375,1231544.375,6385.78564453125
4599058,1,0,49,5,48,3,0,1,1,5,95,0,994211,994211,4832.97021484375,906000,4404.16650390625,994211,4832.97021484375
4599059,1,0,42,7,48,4,0,1,2,5,8,0,2833333.33333333,2833333.5,13773.1494140625,2500000,12152.77734375,2833333.5,13773.1494140625
4599061,0,1,37,4,51,2,0,1,1,5,79,0,1014929.41666667,990929.4375,4533.6640625,781242,3574.30981445312,990929.4375,4533.6640625
4599061,0,1,19,7,9,2,1,0,1,2,53,0,160000,120000,3111.11108398438,120000,3111.11108398438,120000,3111.11108398438
4599062,1,0,32,7,45,3,0,1,1,5,21,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4599062,0,1,31,7,45,3,0,1,1,5,21,0,4562500,3662500,18990.740234375,3500000,18148.1484375,3662500,18990.740234375
4599063,0,1,55,7,48,3,0,1,1,5,9,0,8066666.66666667,7892291.787500022,39212.96484375,7000000,37333.33203125,7892291.787500022,39212.96484375
4599063,0,1,28,7,40,3,0,1,2,5,9,0,5000000,4999999.5,29166.6640625,4500000,26250,4999999.5,29166.6640625
4599063,1,0,65,7,42,3,1,0,1,2,98,0,1500000,1500000,8333.3330078125,1500000,8333.3330078125,1500000,8333.3330078125
4599064,1,0,52,4,72,2,1,0,1,2,40,0,2033333.33333333,1733333.375,5617.2841796875,1600000,5185.18505859375,1733333.375,5617.2841796875
4599065,1,0,58,7,40,4,0,1,1,5,70,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4599065,0,1,51,7,41,4,0,1,1,5,7,0,4941666.66666667,4941667,28123.30859375,2300000,21466.666015625,4941667,28123.30859375
4599065,1,0,25,7,84,4,0,1,1,5,2,0,2760000,2700000,7500,2700000,7500,2700000,7500
4599066,1,0,53,6,48,2,0,1,1,4,95,1,1700000,1700000,8263.888671875,1700000,8263.888671875,1700000,8263.888671875
4599067,0,1,53,7,48,3,1,1,1,2,11,0,4333333.33333333,4333333.5,21064.81640625,4000000,19444.4453125,4333333.5,21064.81640625
4599067,0,1,27,7,48,3,0,1,1,5,11,0,2500000,2500000,12152.77734375,2500000,12152.77734375,2500000,12152.77734375
4599070,1,0,27,6,72,2,0,1,1,5,39,1,1888211,1888211,6119.2021484375,1800000,5833.33349609375,1888211,6119.2021484375
4599070,0,1,36,7,48,2,0,1,1,5,45,0,1793333.33333333,1793333.375,8717.5927734375,1600000,7777.77783203125,1793333.375,8717.5927734375
4599072,0,1,48,6,48,3,0,1,1,3,39,1,1098210.66666667,1014877.6875,4933.43310546875,860000,4180.5556640625,1014877.6875,4933.43310546875
4599072,1,0,46,4,45,3,1,0,1,2,79,0,1000000,1000000,5185.18505859375,1000000,5185.18505859375,1000000,5185.18505859375
4599073,0,1,42,7,40,3,0,1,1,5,11,0,7212500,7212500,41470.340820312515,6800000,37333.33203125,7212500,41470.340820312515
4599073,1,0,44,7,40,3,0,1,1,5,2,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4599074,0,1,34,7,60,3,1,1,1,2,21,0,1200000,1200000,4666.66650390625,1200000,4666.66650390625,1200000,4666.66650390625
4599074,0,1,23,7,55,3,1,0,3,1,54,0,1631242,781242,3314.36010742188,781242,3314.36010742188,781242,3314.36010742188
4599075,1,0,49,6,48,3,0,1,1,3,45,1,2125000,2125000,10329.861328125,2000000,9722.22265625,2125000,10329.861328125
4599076,1,0,23,5,72,2,0,1,1,4,97,0,1015211,1015211,3290.03564453125,900000,2916.66674804688,1015211,3290.03564453125
4599081,0,1,27,6,72,1,1,0,1,2,53,1,600000,600000,1944.44445800781,600000,1944.44445800781,600000,1944.44445800781
4599083,1,0,60,6,48,1,1,0,1,2,84,1,1000000,1000000,4861.111328125,1000000,4861.111328125,1000000,4861.111328125
4599084,0,1,34,7,70,3,1,0,3,1,54,0,800000,800000,2666.66674804688,800000,2666.66674804688,800000,2666.66674804688
4599088,1,0,35,7,60,3,1,0,1,2,45,0,869453,869453,3381.2060546875,781242,3038.16333007812,869453,3381.2060546875
4599088,0,1,36,7,50,3,1,0,1,2,45,0,781242,781242,3645.7958984375,781242,3645.7958984375,781242,3645.7958984375
4599089,0,1,37,7,40,4,0,1,1,4,13,0,1300000,1300000,7583.33349609375,1300000,7583.33349609375,1300000,7583.33349609375
4599095,1,0,29,7,48,2,0,1,1,4,97,0,1330000,1330000,6465.27783203125,1300000,6319.4443359375,1330000,6465.27783203125
4599095,0,1,22,6,50,2,0,1,1,4,45,1,744044.333333333,744044.3125,3472.20678710938,550000,2566.66674804688,744044.3125,3472.20678710938
4599096,1,0,30,7,48,2,0,1,1,3,45,0,959929.416666667,959929.4375,4666.32373046875,781242,3797.7041015625,959929.4375,4666.32373046875
4599102,0,1,72,3,48,4,1,0,3,1,54,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4599104,1,0,58,1,48,2,0,1,1,4,87,0,888211,888211,4317.6923828125,800000,3888.88891601562,888211,4317.6923828125
4599105,1,0,29,6,48,2,0,1,1,5,58,1,929453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4599105,0,1,25,7,40,2,0,1,1,5,34,0,904453,904453,5275.97607421875,781242,4557.2451171875,904453,5275.97607421875
4599108,1,0,31,7,48,4,0,1,1,5,21,0,2491666.66666667,2491666.75,12112.2685546875,2300000,11180.5556640625,2491666.75,12112.2685546875
4599113,0,1,57,7,48,3,0,1,1,5,33,0,947294,938211,4560.748046875,850000,4131.9443359375,938211,4560.748046875
4599114,1,0,32,4,48,3,0,0,1,3,95,0,850000,850000,4131.9443359375,850000,4131.9443359375,850000,4131.9443359375
4599115,1,0,68,4,27,1,1,0,1,2,53,0,961242,781242,6751.47412109375,781242,6751.47412109375,781242,6751.47412109375
4599116,1,0,26,7,48,4,0,1,1,3,37,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4599117,1,0,27,7,4,4,0,1,1,5,13,0,5000000,5000000,41470.340820312515,5000000,37333.33203125,5000000,41470.340820312515
4599117,1,0,63,7,21,4,0,1,1,5,13,0,1200000,1200000,13333.3330078125,1200000,13333.3330078125,1200000,13333.3330078125
4599118,0,1,30,5,48,2,1,1,1,2,55,0,1390929.41666667,990929.4375,4817.01806640625,781242,3797.7041015625,990929.4375,4817.01806640625
4599118,1,0,38,6,48,2,0,0,1,5,98,1,1471544.33333333,1471544.375,7153.3408203125,1000000,4861.111328125,1471544.375,7153.3408203125
4599119,1,0,31,6,48,2,0,1,1,5,98,1,1281544.33333333,1281544.375,6229.7294921875,1000000,4861.111328125,1281544.375,6229.7294921875
4599119,0,1,24,6,54,2,0,1,1,5,45,1,931953,931953,4026.95751953125,781242,3375.73706054688,931953,4026.95751953125
4599120,0,1,27,7,40,2,0,1,1,5,19,0,1588211,1588211,9264.564453125,1400000,8166.66650390625,1588211,9264.564453125
4599122,1,0,53,3,48,2,0,1,1,4,92,0,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599123,1,0,36,7,55,3,0,0,1,4,21,0,1390000,1390000,5896.9697265625,1300000,5515.1513671875,1390000,5896.9697265625
4599123,0,1,42,7,40,3,0,0,1,4,39,0,1300000,1300000,7583.33349609375,1300000,7583.33349609375,1300000,7583.33349609375
4599124,1,0,27,7,48,2,0,1,1,4,98,0,1159453,1159453,5636.22998046875,781242,3797.7041015625,1159453,5636.22998046875
4599124,0,1,26,7,48,2,0,1,1,3,12,0,968211,968211,4706.5810546875,850000,4131.9443359375,968211,4706.5810546875
4599125,0,1,29,7,48,3,0,1,2,5,12,0,3645833.33333333,3645833.25,17722.80078125,3500000,17013.888671875,3645833.25,17722.80078125
4599125,0,1,26,7,56,3,0,1,1,5,9,0,6333333.33333333,5958333.5,24826.388671875,5500000,22916.666015625,5958333.5,24826.388671875
4599126,0,1,50,7,48,3,0,1,1,5,11,0,2166666.66666667,2166666.75,10532.408203125,2000000,9722.22265625,2166666.75,10532.408203125
4599129,0,1,24,7,48,3,0,1,1,4,59,0,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599130,1,0,57,6,48,3,0,1,1,3,45,1,2294044.66666667,2254877.75,10961.2109375,2000000,9722.22265625,2254877.75,10961.2109375
4599132,0,1,30,7,30,3,0,1,2,5,13,0,2029166.66666667,2029166.625,15782.4072265625,1800000,14000,2029166.625,15782.4072265625
4599132,0,1,36,7,80,3,0,1,2,5,12,0,2962500,2362500,6890.625,2100000,6125,2362500,6890.625
4599133,1,0,31,7,56,3,0,1,1,5,53,0,1008453,928453,3868.55419921875,781242,3255.17504882812,928453,3868.55419921875
4599133,1,0,29,6,48,3,0,1,1,5,53,1,1140000,840000,4083.33325195312,840000,4083.33325195312,840000,4083.33325195312
4599134,0,1,39,7,50,3,0,1,1,4,13,0,1500000,1500000,7000,1500000,7000,1500000,7000
4599140,1,0,35,4,60,5,1,1,1,2,55,0,1436000,1036000,4028.88891601562,977000,3799.4443359375,1036000,4028.88891601562
4599140,0,1,38,5,24,5,1,0,1,2,55,0,849000,449000,4365.27783203125,390000,3791.66674804688,449000,4365.27783203125
4599141,1,0,33,7,45,2,0,1,1,3,2,0,1588211,1588211,8235.16796875,1500000,7777.77783203125,1588211,8235.16796875
4599141,0,1,28,7,60,2,0,1,1,5,3,0,3000000,3000000,11666.6669921875,3000000,11666.6669921875,3000000,11666.6669921875
4599142,0,1,58,7,30,3,0,1,2,5,13,0,4683333,4250000,33055.5546875,3400000,26444.4453125,4250000,33055.5546875
4599143,1,0,21,7,40,2,0,1,1,4,33,0,1388211,1388211,8097.8974609375,1200000,7000,1388211,8097.8974609375
4599145,1,0,57,7,48,2,0,1,1,5,92,0,2700000,2700000,13125,2500000,12152.77734375,2700000,13125
4599146,0,1,23,7,40,2,0,1,1,5,13,0,1288211,1288211,7514.56396484375,1200000,7000,1288211,7514.56396484375
4599148,1,0,32,6,48,2,0,1,1,5,97,1,931786.333333333,931786.3125,4529.5166015625,781242,3797.7041015625,931786.3125,4529.5166015625
4599151,0,1,57,5,48,2,0,1,1,5,55,0,1143211,1143211,5557.27587890625,980000,4763.888671875,1143211,5557.27587890625
4599152,1,0,51,7,60,3,0,1,1,5,45,0,2166666.66666667,2166666.75,8425.92578125,2000000,7777.77783203125,2166666.75,8425.92578125
4599153,0,1,23,7,45,2,0,0,1,5,39,0,781242,781242,4050.88452148438,781242,4050.88452148438,781242,4050.88452148438
4599153,1,0,21,6,30,2,1,0,1,2,97,1,700000,400000,3111.11108398438,400000,3111.11108398438,400000,3111.11108398438
4599154,1,0,29,6,36,2,0,1,1,5,59,1,1590000,1530000,9916.6669921875,1400000,9074.07421875,1530000,9916.6669921875
4599155,0,1,39,6,48,2,0,1,1,5,97,1,2128553,1128553,5486.021484375,781242,3797.7041015625,1128553,5486.021484375
4599157,0,1,22,7,48,3,0,0,1,5,34,0,1040000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4599159,1,0,25,6,48,2,1,1,1,2,56,1,1488211,1488211,7234.35888671875,1400000,6805.5556640625,1488211,7234.35888671875
4599163,0,1,30,7,48,3,0,1,1,5,39,0,1538210.66666667,954877.6875,4641.7666015625,800000,3888.88891601562,954877.6875,4641.7666015625
4599164,1,0,32,4,57,2,0,1,1,3,58,0,1298044.33333333,1298044.375,5313.6318359375,1030000,4216.37451171875,1298044.375,5313.6318359375
4599165,0,1,49,7,50,3,0,1,1,4,39,0,1841666.66666667,1841666.625,8594.4443359375,1300000,6066.66650390625,1841666.625,8594.4443359375
4599166,0,1,38,6,48,2,0,0,1,3,33,1,900000,850000,4131.9443359375,850000,4131.9443359375,850000,4131.9443359375
4599167,1,0,56,3,72,1,1,1,1,2,58,0,960929.416666667,960929.4375,3114.12329101562,781242,2531.802734375,960929.4375,3114.12329101562
4599169,0,1,40,4,24,3,1,0,3,1,54,0,590000,540000,5250,540000,5250,540000,5250
4599169,0,1,20,7,12,3,0,0,1,3,53,0,365000,240000,4666.66650390625,240000,4666.66650390625,240000,4666.66650390625
4599171,0,1,52,6,48,2,1,0,1,2,45,1,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4599171,1,0,27,6,32,2,1,0,1,2,18,1,600000,600000,4375,600000,4375,600000,4375
4599172,1,0,37,7,48,2,0,1,1,5,38,0,936119.666666667,936119.6875,4550.58203125,781242,3797.7041015625,936119.6875,4550.58203125
4599172,0,1,34,7,40,2,0,1,1,5,8,0,2000000,2000000,11666.6669921875,2000000,11666.6669921875,2000000,11666.6669921875
4599173,0,1,33,7,42,3,0,1,1,5,7,0,1600711,1600711,8892.8388671875,1400000,7777.77783203125,1600711,8892.8388671875
4599174,0,1,39,7,40,2,0,1,1,5,19,0,2045211,1920211,11201.23046875,1400000,8166.66650390625,1920211,11201.23046875
4599174,0,1,37,7,45,2,0,1,1,5,33,0,2288000,2254666.75,11690.8642578125,2082000,10795.5556640625,2254666.75,11690.8642578125
4599175,1,0,34,6,15,3,1,0,1,2,98,1,780000,480000,7466.66650390625,480000,7466.66650390625,480000,7466.66650390625
4599176,1,0,65,5,60,3,0,1,1,5,85,0,1400000,1400000,5444.4443359375,1300000,5055.5556640625,1400000,5444.4443359375
4599176,1,0,30,6,60,3,0,1,1,5,95,1,1058211,1058211,4115.26513671875,900000,3500,1058211,4115.26513671875
4599176,0,1,27,6,48,3,0,1,1,5,39,1,1116666.66666667,1116666.75,5428.2412109375,870000,4229.16650390625,1116666.75,5428.2412109375
4599177,1,0,59,6,60,1,0,1,1,5,58,1,2112500,1512500,5881.9443359375,1400000,5444.4443359375,1512500,5881.9443359375
4599177,0,1,55,4,40,1,0,1,1,3,55,0,930929.416666667,930929.4375,5430.421875,781242,4557.2451171875,930929.4375,5430.421875
4599177,1,0,34,7,48,1,0,1,1,5,3,0,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599178,0,1,33,7,48,3,1,0,1,2,93,0,700000,700000,3402.77783203125,700000,3402.77783203125,700000,3402.77783203125
4599179,1,0,61,4,48,5,0,1,1,4,55,0,1247075.33333333,827075.3125,4020.5048828125,781242,3797.7041015625,827075.3125,4020.5048828125
4599179,0,1,56,4,48,5,0,1,1,4,53,0,1247075.33333333,827075.3125,4020.5048828125,781242,3797.7041015625,827075.3125,4020.5048828125
4599181,1,0,18,6,54,2,1,0,1,2,33,1,900000,900000,3888.88891601562,900000,3888.88891601562,900000,3888.88891601562
4599181,0,1,20,6,45,2,0,1,1,5,55,1,899453,899453,4663.83056640625,781242,4050.88452148438,899453,4663.83056640625
4599183,1,0,34,4,60,1,0,1,1,4,95,0,1500000,1500000,5833.33349609375,1500000,5833.33349609375,1500000,5833.33349609375
4599183,0,1,34,7,48,1,0,0,1,5,3,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4599184,1,0,61,7,48,5,0,1,1,5,13,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4599185,0,1,37,5,48,3,0,1,1,4,55,0,899453,899453,4372.3408203125,781242,3797.7041015625,899453,4372.3408203125
4599186,1,0,53,6,42,2,1,0,1,2,97,1,700000,700000,3888.88891601562,700000,3888.88891601562,700000,3888.88891601562
4599187,0,1,62,6,40,3,1,1,1,2,53,1,1500000,600000,3500,600000,3500,600000,3500
4599190,1,0,40,4,48,1,0,1,1,4,95,0,1120000,1120000,5444.4443359375,1120000,5444.4443359375,1120000,5444.4443359375
4599190,1,0,57,3,48,1,0,0,1,4,95,0,1120000,1120000,5444.4443359375,1120000,5444.4443359375,1120000,5444.4443359375
4599191,1,0,38,7,50,3,0,1,1,5,11,0,1983333.33333333,1983333.375,9255.5556640625,1780000,8306.6669921875,1983333.375,9255.5556640625
4599191,0,1,36,7,48,3,0,1,1,5,13,0,3500000,3500000,17013.888671875,3500000,17013.888671875,3500000,17013.888671875
4599192,0,1,35,7,48,3,0,1,1,5,11,0,2350000,2350000,11423.611328125,2200000,10694.4443359375,2350000,11423.611328125
4599192,1,0,36,7,46,3,0,1,1,5,21,0,5625000,5625000,28532.609375,5000000,25362.318359375,5625000,28532.609375
4599193,1,0,49,6,60,2,0,1,1,3,58,1,919453,919453,3575.65063476562,781242,3038.16333007812,919453,3575.65063476562
4599194,0,1,42,4,14,2,1,0,3,1,59,0,320000,320000,5333.33349609375,320000,5333.33349609375,320000,5333.33349609375
4599194,1,0,19,6,48,2,0,1,1,5,53,1,1089453,889453,4323.72998046875,781242,3797.7041015625,889453,4323.72998046875
4599194,1,0,22,6,48,2,0,1,1,3,83,1,1229044.33333333,1109044.375,5391.18798828125,950000,4618.0556640625,1109044.375,5391.18798828125
4599195,1,0,53,7,48,2,0,1,1,3,33,0,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599195,0,1,51,5,12,2,1,0,1,2,45,0,90000,90000,1750,90000,1750,90000,1750
4599196,0,1,63,6,40,3,0,1,2,5,39,1,3375000,3375000,19687.5,3000000,17500,3375000,19687.5
4599197,1,0,37,7,48,3,0,1,1,5,35,0,2438211,2038211,9907.9697265625,1800000,8750,2038211,9907.9697265625
4599198,1,0,48,3,48,5,1,1,1,2,58,0,842908.666666667,842908.6875,4097.47265625,781242,3797.7041015625,842908.6875,4097.47265625
4599200,0,1,77,6,48,2,1,1,1,2,54,1,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599200,0,1,42,7,48,2,1,1,1,2,54,0,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599202,1,0,59,4,48,2,1,0,1,2,80,0,650000,650000,3159.72216796875,650000,3159.72216796875,650000,3159.72216796875
4599203,1,0,30,6,48,1,0,1,1,5,75,1,959929.416666667,959929.4375,4666.32373046875,781242,3797.7041015625,959929.4375,4666.32373046875
4599204,0,1,24,6,48,1,1,1,1,2,39,1,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599205,0,1,31,7,40,1,0,1,1,4,54,0,871718.416666667,871718.4375,5085.0244140625,781242,4557.2451171875,871718.4375,5085.0244140625
4599205,1,0,39,6,48,1,0,1,1,5,98,1,998211,998211,4852.41455078125,910000,4423.611328125,998211,4852.41455078125
4599207,1,0,23,6,50,1,0,1,1,5,97,1,1088211,1088211,5078.31787109375,1000000,4666.66650390625,1088211,5078.31787109375
4599207,0,1,20,7,40,1,0,0,1,4,53,0,1216666.66666667,1016666.6875,5930.5556640625,1000000,5833.33349609375,1016666.6875,5930.5556640625
4599210,0,1,34,6,48,3,0,1,1,5,45,1,1054877.66666667,1054877.625,5127.87744140625,900000,4375,1054877.625,5127.87744140625
4599211,0,1,28,7,55,3,0,0,1,3,33,0,1500000,1500000,6363.63623046875,1500000,6363.63623046875,1500000,6363.63623046875
4599214,0,1,37,5,48,2,0,1,1,4,55,0,871242,871242,4235.2041015625,781242,3797.7041015625,871242,4235.2041015625
4599214,1,0,39,3,104,2,1,0,1,2,58,0,900000,900000,2019.23071289062,900000,2019.23071289062,900000,2019.23071289062
4599215,1,0,25,6,48,2,0,1,1,5,87,1,1404877.66666667,1404877.625,6829.26611328125,1100000,5347.22216796875,1404877.625,6829.26611328125
4599216,0,1,23,7,49,4,0,0,1,5,30,0,1561242,1561242,7434.48583984375,781242,5208.27978515625,1561242,7434.48583984375
4599216,1,0,24,7,40,4,0,1,1,5,2,0,4875000,4875000,28437.5,4500000,26250,4875000,28437.5
4599218,0,1,42,7,48,3,0,1,2,5,2,0,1991666.66666667,1966666.625,9560.1845703125,1700000,8263.888671875,1966666.625,9560.1845703125
4599219,0,1,32,6,48,2,0,1,1,5,39,1,959929.416666667,959929.4375,4666.32373046875,781242,3797.7041015625,959929.4375,4666.32373046875
4599221,1,0,24,6,48,2,1,0,1,2,40,1,1420833.33333333,1420833.375,6906.8291015625,1400000,6805.5556640625,1420833.375,6906.8291015625
4599222,0,1,25,7,48,3,0,1,1,5,15,0,1818211,1588211,7720.47021484375,1500000,7291.66650390625,1588211,7720.47021484375
4599223,0,1,51,6,48,2,1,0,3,1,54,1,800000,800000,3888.88891601562,600000,7000,800000,3888.88891601562
4599224,1,0,35,7,55,2,0,0,1,3,77,0,600000,600000,2545.45458984375,600000,2545.45458984375,600000,2545.45458984375
4599227,0,1,34,7,45,2,0,1,1,3,11,0,1671544.33333333,1671544.375,8667.267578125,1500000,7777.77783203125,1671544.375,8667.267578125
4599228,1,0,27,5,90,2,0,0,1,3,55,0,730000,500000,1296.29626464844,500000,1296.29626464844,500000,1296.29626464844
4599229,1,0,26,7,45,3,0,1,1,5,6,0,2400000,2400000,12444.4443359375,2100000,10888.888671875,2400000,12444.4443359375
4599231,1,0,31,6,40,2,0,1,1,5,37,1,1103908.66666667,1103908.625,6439.466796875,781242,4557.2451171875,1103908.625,6439.466796875
4599231,0,1,31,7,48,2,0,1,1,5,38,0,990000,990000,4812.5,900000,4375,990000,4812.5
4599233,0,1,49,7,48,3,0,1,1,5,32,0,5816666.66666667,5416666.5,26331.017578125,5000000,24305.5546875,5416666.5,26331.017578125
4599233,1,0,29,7,4,3,0,1,1,4,13,0,500000,500000,29166.666015625,500000,29166.666015625,500000,29166.666015625
4599234,0,1,22,7,10,2,0,0,1,3,45,0,101200,101200,2361.33325195312,101200,2361.33325195312,101200,2361.33325195312
4599235,0,1,47,6,40,1,1,0,3,1,54,1,989453,869453,5071.80908203125,781242,4557.2451171875,869453,5071.80908203125
4599235,1,0,28,6,48,1,0,1,1,5,97,1,930929.416666667,930929.4375,4525.3515625,781242,3797.7041015625,930929.4375,4525.3515625
4599236,0,1,61,6,40,4,0,1,1,5,32,1,3165333.33333333,1793333.375,10461.111328125,1660000,9683.3330078125,1793333.375,10461.111328125
4599237,1,0,21,6,48,2,0,1,1,5,58,1,1220000,1100000,5347.22216796875,1100000,5347.22216796875,1100000,5347.22216796875
4599237,1,0,23,6,72,2,0,1,1,4,58,1,930929.416666667,930929.4375,3016.90087890625,781242,2531.802734375,930929.4375,3016.90087890625
4599237,0,1,33,7,48,2,1,1,1,2,53,0,890286.333333333,890286.3125,4327.78076171875,781242,3797.7041015625,890286.3125,4327.78076171875
4599238,0,1,44,6,28,3,0,1,1,5,19,1,430000,430000,3583.33325195312,430000,3583.33325195312,430000,3583.33325195312
