directorio,sex,female,age,max_educ_level,total_hours_worked,estrato1,micro_empresa,formal,tipo_ocup,size_firm,oficio,college,ingtot,y_ing_lab_m,y_ing_lab_m_ha,y_salary_m,y_salary_m_hu,y_total_m,y_total_m_ha
4733936,1,0,36,6,48,2,0,1,1,5,70,1,935244.666666667,935244.6875,4546.328125,781242,3797.7041015625,935244.6875,4546.328125
4733936,0,1,42,5,24,2,1,0,3,1,54,0,683833.333333333,563833.3125,5481.712890625,480000,4666.66650390625,563833.3125,5481.712890625
4733937,0,1,24,5,12,2,1,0,3,1,59,0,401200,305200,5934.4443359375,250000,4861.111328125,305200,5934.4443359375
4733940,1,0,24,6,70,2,0,1,2,5,58,1,2337500,2337500,7791.66650390625,2100000,7000,2337500,7791.66650390625
4733942,0,1,23,7,48,2,0,1,1,5,38,0,1016119.66666667,1016119.6875,4939.470703125,781242,3797.7041015625,1016119.6875,4939.470703125
4733945,1,0,33,7,60,3,0,1,1,4,98,0,2281242,781242,3038.16333007812,781242,3038.16333007812,781242,3038.16333007812
4733945,0,1,34,7,48,3,0,1,1,4,32,0,991953,991953,4821.99365234375,781242,3797.7041015625,991953,4821.99365234375
4733945,0,1,52,4,50,3,1,0,3,1,54,0,500000,500000,2333.33325195312,500000,2333.33325195312,500000,2333.33325195312
4733946,1,0,41,7,48,2,0,1,1,5,3,0,1945833.33333333,1945833.375,9458.912109375,1800000,8750,1945833.375,9458.912109375
4733947,0,1,40,6,48,2,0,1,1,5,55,1,1689333.33333333,1106000,5376.388671875,1000000,4861.111328125,1106000,5376.388671875
4733951,1,0,33,7,60,3,0,1,2,5,58,0,4011666.66666667,3291666.5,12800.9248046875,2800000,10888.888671875,3291666.5,12800.9248046875
4733952,0,1,45,5,48,2,0,1,1,3,55,0,932744.666666667,932744.6875,4534.17578125,781242,3797.7041015625,932744.6875,4534.17578125
4733952,1,0,46,5,48,2,0,1,1,5,95,0,932744.666666667,932744.6875,4534.17578125,781242,3797.7041015625,932744.6875,4534.17578125
4733952,1,0,28,6,48,2,0,1,1,5,3,1,1188211,1188211,5776.02587890625,1100000,5347.22216796875,1188211,5776.02587890625
4733955,1,0,29,6,60,2,0,1,1,5,58,1,2113211,2113211,8218.04296875,1900000,7388.888671875,2113211,8218.04296875
4733956,0,1,44,6,48,2,0,1,1,3,39,1,912786.333333333,912786.3125,4437.15576171875,781242,3797.7041015625,912786.3125,4437.15576171875
4733956,0,1,26,7,12,2,0,1,1,5,53,0,413211,413211,8034.658203125,300000,5833.33349609375,413211,8034.658203125
4733959,1,0,39,7,45,3,0,1,1,4,8,0,7291666.66666667,7291666.5,37808.640625,7000000,36296.296875,7291666.5,37808.640625
4733962,1,0,24,7,48,2,0,1,1,5,45,0,1294666.66666667,1294666.625,6293.5185546875,1200000,5833.33349609375,1294666.625,6293.5185546875
4733965,0,1,18,6,48,2,0,1,1,5,45,1,1088211,1088211,5289.91455078125,1000000,4861.111328125,1088211,5289.91455078125
4733966,0,1,37,7,48,2,0,1,1,5,11,0,1300000,1300000,6319.4443359375,1200000,5833.33349609375,1300000,6319.4443359375
4733966,1,0,32,6,48,2,0,1,1,5,21,1,954877.666666667,954877.6875,4641.7666015625,800000,3888.88891601562,954877.6875,4641.7666015625
4733969,1,0,48,7,60,3,0,1,1,5,34,0,1088211,1088211,4231.931640625,1000000,3888.88891601562,1088211,4231.931640625
4733970,0,1,42,6,48,2,0,0,1,4,39,1,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4733972,0,1,43,7,48,3,0,1,2,5,13,0,899453,899453,4372.3408203125,781242,3797.7041015625,899453,4372.3408203125
4733974,1,0,68,4,48,3,0,1,1,5,97,0,1558333.33333333,1358333.375,6603.00927734375,1300000,6319.4443359375,1358333.375,6603.00927734375
4733978,1,0,22,5,48,3,0,1,1,5,95,0,1400000,1400000,6805.5556640625,1400000,6805.5556640625,1400000,6805.5556640625
4733978,0,1,28,6,48,3,1,0,3,1,54,1,200000,200000,972.222229003906,200000,972.222229003906,200000,972.222229003906
4733981,1,0,42,7,40,2,0,1,1,5,8,0,2166666.66666667,2166666.75,12638.8896484375,2000000,11666.6669921875,2166666.75,12638.8896484375
4733982,0,1,51,4,48,2,0,1,1,3,55,0,932743,932743,4534.16748046875,781242,3797.7041015625,932743,4534.16748046875
4733982,1,0,25,7,50,2,0,1,1,5,70,0,1437377.66666667,1437377.625,6707.76220703125,830000,3873.33325195312,1437377.625,6707.76220703125
4733983,1,0,35,6,48,2,0,1,1,5,58,1,1415044.33333333,1415044.375,6878.68798828125,1200000,5833.33349609375,1415044.375,6878.68798828125
4733983,0,1,31,7,45,2,1,1,3,1,54,0,1000000,900000,4666.66650390625,900000,4666.66650390625,900000,4666.66650390625
4733984,0,1,54,6,48,2,0,1,1,5,30,1,1063211,1063211,5168.38671875,900000,4375,1063211,5168.38671875
4733985,0,1,36,7,48,2,0,1,1,4,38,0,1037000,1037000,5040.97216796875,900000,4375,1037000,5040.97216796875
4733985,0,1,35,7,48,2,0,1,1,4,45,0,1291666.66666667,1291666.625,6278.93505859375,1200000,5833.33349609375,1291666.625,6278.93505859375
4733986,0,1,60,4,48,3,0,0,1,3,56,0,932786.333333333,932786.3125,4534.3779296875,781242,3797.7041015625,932786.3125,4534.3779296875
4733986,0,1,68,3,8,3,1,0,3,1,54,0,420000,300000,8750,300000,8750,300000,8750
4733987,0,1,37,6,52,2,0,1,1,5,39,1,1166666.66666667,1166666.625,5235.04248046875,1100000,4935.8974609375,1166666.625,5235.04248046875
4733987,1,0,23,6,48,2,0,1,1,5,85,1,888211,888211,4317.6923828125,800000,3888.88891601562,888211,4317.6923828125
4733989,1,0,35,7,85,2,0,1,2,5,38,0,3168333.33333333,3168333.25,8697.3857421875,2630000,7219.60791015625,3168333.25,8697.3857421875
4733991,0,1,35,6,48,2,1,1,3,1,54,1,1432000,932000,4530.5556640625,900000,4375,932000,4530.5556640625
4733993,1,0,50,6,48,2,0,1,1,5,90,1,1064556.5,1064556.5,5174.92724609375,781242,3797.7041015625,1064556.5,5174.92724609375
4733994,0,1,57,5,40,2,0,1,1,5,39,0,1625000,1625000,9479.1669921875,1500000,8750,1625000,9479.1669921875
4733994,0,1,33,6,40,2,0,1,1,4,55,1,1203544.33333333,1145211,6680.3974609375,920000,5366.66650390625,1145211,6680.3974609375
4733995,1,0,26,7,48,2,0,1,1,5,17,0,1650000,1650000,8020.83349609375,1650000,8020.83349609375,1650000,8020.83349609375
4733996,1,0,33,7,40,2,0,1,2,5,39,0,3050000,3050000,17791.666015625,2050000,11958.3330078125,3050000,17791.666015625
4733996,1,0,35,7,42,2,0,1,1,5,38,0,2250000,2250000,12500,2100000,11666.6669921875,2250000,12500
4733997,1,0,32,6,60,2,0,1,1,5,58,1,1279877.66666667,1279877.625,4977.3017578125,1100000,4277.77783203125,1279877.625,4977.3017578125
4733997,0,1,28,7,48,2,0,1,1,3,39,0,1093211,1093211,5314.22021484375,900000,4375,1093211,5314.22021484375
4733998,1,0,38,7,48,2,0,1,1,5,97,0,1689211,1549211,7530.88671875,1230000,5979.16650390625,1549211,7530.88671875
4733998,0,1,31,6,48,2,0,1,1,5,44,1,1265877.66666667,1265877.625,6153.57177734375,800000,3888.88891601562,1265877.625,6153.57177734375
4733999,1,0,24,7,51,2,0,1,1,5,3,0,1134911,1134911,5192.4033203125,900000,4117.64697265625,1134911,5192.4033203125
4733999,1,0,37,7,48,2,0,1,1,5,21,0,2201666.66666667,2143333.5,10418.982421875,1100000,5347.22216796875,2143333.5,10418.982421875
4734000,1,0,45,7,40,2,0,1,1,5,11,0,2966666.66666667,2366666.75,13805.5556640625,2200000,12833.3330078125,2366666.75,13805.5556640625
4734000,0,1,53,7,42,2,0,0,1,3,45,0,1900000,1900000,10555.5556640625,1800000,11666.6669921875,1900000,10555.5556640625
4734000,1,0,24,7,8,2,0,0,1,5,45,0,200000,200000,5833.33349609375,200000,5833.33349609375,200000,5833.33349609375
4734002,0,1,50,6,48,2,1,1,3,1,54,1,1069453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4734003,0,1,47,6,48,2,0,1,1,5,55,1,1069453,1069453,5198.72998046875,781242,3797.7041015625,1069453,5198.72998046875
4734004,0,1,35,7,48,2,0,1,1,5,39,0,1021544.33333333,1021544.3125,4965.84033203125,900000,4375,1021544.3125,4965.84033203125
4734005,0,1,50,6,48,2,0,1,1,3,33,1,963211,963211,4682.27587890625,800000,3888.88891601562,963211,4682.27587890625
4734005,0,1,56,5,40,2,0,1,1,5,92,0,1134453,1134453,6617.642578125,781242,4557.2451171875,1134453,6617.642578125
4734006,0,1,39,6,40,2,1,1,1,2,34,1,900453,900453,5252.642578125,781242,4557.2451171875,900453,5252.642578125
4734006,1,0,45,5,65,2,0,1,1,5,98,0,1106494.66666667,966494.6875,3469.46801757812,781242,2804.45849609375,966494.6875,3469.46801757812
4734006,1,0,22,7,50,2,0,1,1,4,84,0,965244.666666667,965244.6875,4504.47509765625,781242,3645.7958984375,965244.6875,4504.47509765625
4734007,0,1,44,5,50,2,1,1,3,1,54,0,1188211,1088211,5078.31787109375,1000000,4666.66650390625,1088211,5078.31787109375
4734007,1,0,20,6,48,2,0,1,1,5,84,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4734007,1,0,18,6,48,2,0,1,1,5,85,1,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4734009,0,1,33,6,48,2,0,1,1,5,45,1,1222786.33333333,1022786.3125,4971.8779296875,781242,3797.7041015625,1022786.3125,4971.8779296875
4734011,1,0,45,7,48,2,0,1,1,5,30,0,2012666.66666667,2012666.625,9783.7958984375,1871000,9095.138671875,2012666.625,9783.7958984375
4734011,0,1,19,7,40,2,0,1,1,5,39,0,869453,869453,5071.80908203125,781242,4557.2451171875,869453,5071.80908203125
4734012,1,0,35,7,48,3,0,1,1,5,45,0,1653314.5,1653314.5,8036.9453125,1500000,7291.66650390625,1653314.5,8036.9453125
4734014,0,1,49,7,40,3,0,1,2,5,39,0,2213333.33333333,2213333.25,12911.1103515625,1980000,11550,2213333.25,12911.1103515625
4734017,1,0,28,6,60,2,0,1,1,4,58,1,1110166.66666667,1110166.625,4317.314453125,1050000,4083.33325195312,1110166.625,4317.314453125
4734017,1,0,23,6,48,2,0,1,1,5,39,1,1716666.66666667,1358333.375,6603.00927734375,1300000,6319.4443359375,1358333.375,6603.00927734375
4734018,0,1,23,7,48,2,0,1,1,4,39,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4734020,1,0,39,5,48,2,0,0,1,4,81,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4734021,0,1,26,7,54,3,0,1,1,5,42,0,1388211,1388211,5998.4423828125,1200000,5185.18505859375,1388211,5998.4423828125
4734022,1,0,36,7,48,3,0,1,1,5,8,0,2166666.66666667,2166666.75,10532.408203125,2000000,9722.22265625,2166666.75,10532.408203125
4734022,0,1,33,7,48,3,0,1,1,4,45,0,899453,899453,4372.3408203125,781242,3797.7041015625,899453,4372.3408203125
4734027,1,0,33,6,48,2,0,1,1,5,92,1,957786.333333333,957786.3125,4655.90576171875,781242,3797.7041015625,957786.3125,4655.90576171875
4734028,1,0,37,7,48,3,0,1,1,3,8,0,1841666.66666667,1841666.625,8952.5458984375,1700000,8263.888671875,1841666.625,8952.5458984375
4734030,0,1,58,7,48,4,0,1,1,5,59,0,1616666.66666667,1616666.625,7858.7958984375,1500000,7291.66650390625,1616666.625,7858.7958984375
4734031,1,0,29,7,48,3,0,1,1,3,15,0,933333.333333333,933333.3125,4537.037109375,800000,3888.88891601562,933333.3125,4537.037109375
4734031,0,1,24,7,48,3,0,1,1,3,19,0,866666.666666667,866666.6875,4212.962890625,800000,3888.88891601562,866666.6875,4212.962890625
4734032,0,1,48,7,70,2,1,0,3,2,59,0,1380000,1200000,4000,1200000,4000,1200000,4000
4734032,1,0,24,6,50,2,1,0,1,2,97,1,1000000,1000000,4666.66650390625,1000000,4666.66650390625,1000000,4666.66650390625
4734033,0,1,33,7,48,3,0,1,1,5,19,0,3328000,3328000,16177.77734375,3078000,14962.5,3328000,16177.77734375
4734034,1,0,38,6,48,2,0,1,1,5,90,1,1023703,1023703,4976.333984375,781242,3797.7041015625,1023703,4976.333984375
4734034,0,1,36,6,48,2,0,1,1,5,55,1,929453,929453,4518.17431640625,781242,3797.7041015625,929453,4518.17431640625
4734035,1,0,44,4,66,2,1,0,1,2,53,0,1140000,900000,3181.81811523438,900000,3181.81811523438,900000,3181.81811523438
4734035,0,1,40,6,40,2,1,0,3,1,54,1,1238666.66666667,841666.6875,4909.72216796875,800000,4666.66650390625,841666.6875,4909.72216796875
4734036,0,1,58,5,48,3,1,1,3,1,54,0,931242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4734036,1,0,25,7,48,3,0,1,1,5,97,0,869453,869453,4226.5078125,781242,3797.7041015625,869453,4226.5078125
4734036,0,1,19,6,48,3,0,1,1,5,45,1,898619.666666667,898619.6875,4368.2900390625,781242,3797.7041015625,898619.6875,4368.2900390625
4734037,1,0,25,3,48,2,0,1,1,3,72,0,963619.666666667,963619.6875,4684.26220703125,781242,3797.7041015625,963619.6875,4684.26220703125
4734039,0,1,30,6,16,3,0,0,1,4,19,1,1000000,1000000,14583.3330078125,1000000,14583.3330078125,1000000,14583.3330078125
4734039,1,0,44,7,48,3,0,1,1,4,97,0,2045000,1625000,7899.3056640625,1500000,7291.66650390625,1625000,7899.3056640625
4734040,1,0,54,6,48,2,0,1,1,5,70,1,927786.333333333,927786.3125,4510.072265625,781242,3797.7041015625,927786.3125,4510.072265625
4734040,0,1,55,6,48,2,1,1,1,2,55,1,963703,963703,4684.66748046875,781242,3797.7041015625,963703,4684.66748046875
4734040,0,1,31,6,48,2,0,1,1,5,34,1,956953,956953,4651.85498046875,781242,3797.7041015625,956953,4651.85498046875
4734040,0,1,26,6,48,2,0,1,1,5,34,1,927786.333333333,927786.3125,4510.072265625,781242,3797.7041015625,927786.3125,4510.072265625
4734041,0,1,33,6,23,2,1,0,1,2,53,1,660000,540000,5478.2607421875,240000,3500,540000,5478.2607421875
4734048,1,0,60,7,48,4,0,1,2,5,13,0,6041666.66666667,6041666.5,29369.212890625,5000000,24305.5546875,6041666.5,29369.212890625
4734049,1,0,60,7,48,4,0,1,1,5,11,0,7291666.66666667,7291666.5,35445.6015625,7000000,34027.77734375,7291666.5,35445.6015625
4734049,0,1,52,7,48,4,0,1,1,4,21,0,7583333.33333333,7583333.5,36863.42578125,7000000,34027.77734375,7583333.5,36863.42578125
4734054,0,1,56,4,48,2,0,1,1,4,79,0,935244.666666667,935244.6875,4546.328125,781242,3797.7041015625,935244.6875,4546.328125
4734055,1,0,64,5,49,3,1,0,1,2,98,0,1040000,1040000,4952.380859375,1000000,4861.111328125,1040000,4952.380859375
4734056,1,0,48,7,48,2,0,1,1,5,97,0,1088211,1088211,5289.91455078125,850000,4131.9443359375,1088211,5289.91455078125
4734058,0,1,32,7,48,2,0,1,1,5,8,0,2275000,2275000,11059.02734375,2100000,10208.3330078125,2275000,11059.02734375
4734058,1,0,24,7,48,2,0,0,1,3,3,0,781242,781242,3797.7041015625,781242,3797.7041015625,781242,3797.7041015625
4736592,0,1,31,6,24,2,1,0,1,2,53,1,916667,450000,4375,450000,4375,450000,4375
4736592,1,0,23,5,60,2,1,0,1,2,33,0,900000,900000,3500,900000,3500,900000,3500
4736594,0,1,37,6,48,2,0,1,1,5,53,1,953211,953211,4633.66455078125,800000,3888.88891601562,953211,4633.66455078125
4737833,1,0,38,7,48,3,0,1,2,5,39,0,1191666.66666667,1191666.625,5792.82373046875,1100000,5347.22216796875,1191666.625,5792.82373046875
4737834,0,1,24,7,48,3,0,1,1,5,8,0,2188333.33333333,2188333.25,10637.7314453125,2000000,9722.22265625,2188333.25,10637.7314453125
4737835,1,0,34,5,50,3,1,0,1,2,77,0,1200000,1200000,5600,1200000,5600,1200000,5600
4737835,0,1,28,6,48,3,0,1,1,5,58,1,1317044.33333333,1317044.375,6402.298828125,1177000,5721.52783203125,1317044.375,6402.298828125
4737837,1,0,29,7,50,2,0,0,1,5,97,0,1590000,1590000,7420,1440000,7000,1590000,7420
4737838,0,1,49,5,18,3,0,0,1,5,37,0,333333.333333333,333333.34375,4320.98779296875,300000,3888.88891601562,333333.34375,4320.98779296875
4737843,0,1,31,7,48,3,0,1,1,5,7,0,1986000,1986000,9654.1669921875,1986000,9654.1669921875,1986000,9654.1669921875
4737843,1,0,18,5,12,3,1,0,1,2,45,0,156000,100000,1944.44445800781,100000,1944.44445800781,100000,1944.44445800781
4737845,0,1,25,7,48,3,0,1,1,5,39,0,1733333.33333333,1733333.375,8425.92578125,1600000,7777.77783203125,1733333.375,8425.92578125
4737846,0,1,31,6,48,3,0,1,1,4,45,1,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4737848,1,0,51,7,45,3,0,1,1,5,8,0,4550000.33333333,4333333.5,22469.13671875,4000000,20740.740234375,4333333.5,22469.13671875
4737851,0,1,53,4,40,2,1,1,1,1,53,0,1162743,962743,5616.0009765625,781242,4557.2451171875,962743,5616.0009765625
4737854,0,1,29,6,20,3,0,0,1,4,33,1,420000,420000,4900,420000,4900,420000,4900
4737857,1,0,27,7,48,2,0,1,1,5,97,0,1539333.33333333,1539333.375,7482.87060546875,1400000,6805.5556640625,1539333.375,7482.87060546875
4737857,0,1,35,6,48,2,0,1,1,3,55,1,900453,900453,4377.2021484375,781242,3797.7041015625,900453,4377.2021484375
4737860,0,1,25,7,60,2,0,1,1,5,97,0,1104877.66666667,1104877.625,4296.74609375,800000,3111.11108398438,1104877.625,4296.74609375
4737860,0,1,44,7,50,2,0,1,1,4,33,0,1005877.66666667,1005877.6875,4694.095703125,846000,3948,1005877.6875,4694.095703125
4737861,0,1,32,7,48,4,0,1,1,5,33,0,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4737861,1,0,38,7,48,4,0,0,1,3,53,0,900000,900000,4375,900000,4375,900000,4375
4737865,1,0,29,7,48,2,0,1,1,5,59,0,1018211,1018211,4949.63671875,930000,4520.83349609375,1018211,4949.63671875
4737867,1,0,49,6,55,2,1,0,1,2,53,1,1225000,1225000,5196.9697265625,1100000,4666.66650390625,1225000,5196.9697265625
4737867,0,1,23,7,48,2,0,1,1,5,59,0,934556.5,934556.5,4542.98291015625,781242,3797.7041015625,934556.5,4542.98291015625
4737869,1,0,36,6,48,3,0,1,1,5,58,1,1105000,1105000,5371.52783203125,1030000,5006.9443359375,1105000,5371.52783203125
4737871,0,1,54,5,48,3,0,1,1,5,55,0,932743,932743,4534.16748046875,781242,3797.7041015625,932743,4534.16748046875
4737873,1,0,65,7,45,4,0,1,1,5,13,0,8518125.00000001,7466666.5,38716.046875,6900000,35777.77734375,7466666.5,38716.046875
4737873,0,1,56,7,24,4,1,0,1,2,39,0,2700000,600000,5833.33349609375,600000,5833.33349609375,600000,5833.33349609375
4737874,0,1,20,7,24,4,1,0,1,2,3,0,800000,800000,7777.77783203125,800000,7777.77783203125,800000,7777.77783203125
4737877,1,0,20,7,40,2,1,0,1,2,45,0,400000,400000,2333.33325195312,400000,2333.33325195312,400000,2333.33325195312
4737877,1,0,47,4,70,2,1,0,1,2,45,0,1400000,1400000,4666.66650390625,1400000,4666.66650390625,1400000,4666.66650390625
4737880,1,0,71,4,72,3,1,1,1,2,58,0,1187492,500000,1620.37036132812,500000,1620.37036132812,500000,1620.37036132812
4737881,1,0,54,6,60,3,0,1,1,4,98,1,1625000,1625000,6319.4443359375,1500000,5833.33349609375,1625000,6319.4443359375
4737882,1,0,26,7,91,3,1,0,1,2,45,0,1200000,1200000,3076.92309570312,1200000,3076.92309570312,1200000,3076.92309570312
4737882,0,1,39,3,60,3,1,0,1,2,53,0,1490000,1200000,4666.66650390625,1200000,5185.18505859375,1200000,4666.66650390625
4737886,0,1,22,7,48,3,0,1,1,5,33,0,1330000,1330000,6465.27783203125,1200000,5833.33349609375,1330000,6465.27783203125
4737886,1,0,25,7,48,3,0,1,1,5,44,0,927786.333333333,927786.3125,4510.072265625,781242,3797.7041015625,927786.3125,4510.072265625
4737888,1,0,19,7,45,2,0,0,1,3,79,0,708000,708000,3671.11108398438,700000,4083.33325195312,708000,3671.11108398438
4737895,1,0,28,7,40,3,0,1,1,5,3,0,3808333.33333333,3808333.25,22215.27734375,3600000,21000,3808333.25,22215.27734375
4737897,1,0,35,7,60,4,0,1,1,4,39,0,869453,869453,3381.2060546875,781242,3038.16333007812,869453,3381.2060546875
4737897,0,1,55,5,60,4,0,1,1,4,45,0,1788211,1188211,4620.8203125,1100000,4277.77783203125,1188211,4620.8203125
4737901,0,1,26,7,50,3,0,1,1,5,33,0,1618211,1618211,7551.6513671875,1200000,5600,1618211,7551.6513671875
4737901,1,0,27,6,48,3,0,1,1,5,97,1,1179877.66666667,1049877.625,5103.57177734375,860000,4180.5556640625,1049877.625,5103.57177734375
4737904,1,0,20,6,60,2,0,1,1,5,17,1,1297377.66666667,1297377.625,5045.357421875,1000000,3888.88891601562,1297377.625,5045.357421875
4737904,1,0,41,6,40,2,0,1,1,5,58,1,1369453,1369453,7988.47607421875,781242,4557.2451171875,1369453,7988.47607421875
4737904,0,1,37,6,45,2,0,1,1,5,90,1,1025786.33333333,1025786.3125,5318.89208984375,781242,4050.88452148438,1025786.3125,5318.89208984375
4737904,1,0,46,6,40,2,0,1,1,3,58,1,1292119.66666667,1292119.625,7537.3642578125,781242,4557.2451171875,1292119.625,7537.3642578125
4737907,1,0,28,7,48,3,0,1,1,5,39,0,973333.333333333,933333.3125,4537.037109375,800000,3888.88891601562,933333.3125,4537.037109375
4737908,1,0,35,6,40,2,1,0,1,2,95,1,600000,600000,3500,600000,3500,600000,3500
4737908,1,0,65,3,48,2,0,0,1,3,97,0,960000,960000,4666.66650390625,960000,4666.66650390625,960000,4666.66650390625
4737909,0,1,35,6,48,3,0,1,1,4,39,1,800000,800000,3888.88891601562,800000,3888.88891601562,800000,3888.88891601562
4737910,1,0,59,5,48,3,0,1,1,4,95,0,934556.5,934556.5,4542.98291015625,781242,3797.7041015625,934556.5,4542.98291015625
4737910,1,0,29,7,48,3,0,1,1,5,2,0,1408333.33333333,1408333.375,6846.06494140625,1300000,6319.4443359375,1408333.375,6846.06494140625
4737911,1,0,39,7,48,5,1,1,1,2,21,0,6000000,6000000,29166.666015625,6000000,29166.666015625,6000000,29166.666015625
4737912,0,1,26,7,45,2,0,1,1,5,70,0,1139211,1139211,5907.02001953125,864000,4480,1139211,5907.02001953125
4737914,1,0,48,4,48,2,0,1,1,5,58,0,934556.5,934556.5,4542.98291015625,781242,3797.7041015625,934556.5,4542.98291015625
4737915,1,0,25,6,48,2,0,1,1,4,62,1,957536.333333333,957536.3125,4654.6904296875,781242,3797.7041015625,957536.3125,4654.6904296875
4737916,1,0,51,7,45,5,0,1,1,5,13,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4737916,0,1,51,7,48,5,0,1,1,5,13,0,5958333.33333333,5958333.5,28964.12109375,5500000,26736.111328125,5958333.5,28964.12109375
4737916,0,1,62,5,65,5,1,1,3,1,54,0,1820242,846242,3037.79174804688,781242,2804.45849609375,846242,3037.79174804688
4737917,0,1,26,7,16,5,0,0,1,4,53,0,730000,200000,2916.66674804688,200000,2916.66674804688,200000,2916.66674804688
4737917,0,1,30,7,16,5,0,0,1,4,53,0,200000,200000,2916.66674804688,200000,2916.66674804688,200000,2916.66674804688
4737919,0,1,38,7,50,5,0,1,1,4,42,0,8518125.00000001,7892291.787500022,41470.340820312515,7000000,37333.33203125,7892291.787500022,41470.340820312515
4737919,1,0,38,7,45,5,0,1,1,3,21,0,2033333.33333333,2033333.375,10543.2099609375,2000000,10370.3701171875,2033333.375,10543.2099609375
4737920,1,0,24,5,48,2,0,1,1,5,84,0,1958377.66666667,1929211,9378.109375,1160000,5638.888671875,1929211,9378.109375
4737921,1,0,37,6,48,2,0,1,1,5,55,1,964453,964453,4688.31298828125,781242,3797.7041015625,964453,4688.31298828125
4737921,1,0,49,4,48,2,0,1,1,5,55,0,997036.333333333,997036.3125,4846.7041015625,781242,3797.7041015625,997036.3125,4846.7041015625
4737925,0,1,53,3,10,2,1,0,3,1,54,0,100000,100000,2333.33325195312,100000,2333.33325195312,100000,2333.33325195312
4737926,1,0,29,6,48,2,0,1,1,5,45,1,1000000,1000000,4861.111328125,1000000,4861.111328125,1000000,4861.111328125
4737926,1,0,33,5,48,2,0,1,1,5,95,0,975000,975000,4739.58349609375,900000,4375,975000,4739.58349609375
4737926,0,1,36,7,48,2,0,1,1,5,45,0,1744211,1744211,8478.8037109375,1500000,7291.66650390625,1744211,8478.8037109375
4737926,1,0,45,6,60,2,0,1,1,5,53,1,1231242,781242,3038.16333007812,781242,3038.16333007812,781242,3038.16333007812
4737929,1,0,24,6,60,3,1,0,1,2,45,1,1000000,1000000,3888.88891601562,1000000,3888.88891601562,1000000,3888.88891601562
4737929,0,1,25,7,36,3,1,0,1,2,45,0,720833.333333333,720833.3125,4672.06787109375,680000,4407.4072265625,720833.3125,4672.06787109375
4737932,0,1,38,4,24,2,0,0,1,4,55,0,703000,703000,6834.72216796875,700000,6805.5556640625,703000,6834.72216796875
4737933,0,1,46,6,60,3,0,1,1,3,56,1,888211,888211,3454.15380859375,800000,3111.11108398438,888211,3454.15380859375
4737935,1,0,28,7,48,2,0,1,1,5,59,0,1171544.33333333,1171544.375,5695.00732421875,1000000,4861.111328125,1171544.375,5695.00732421875
4737936,0,1,23,7,42,3,0,1,1,5,33,0,1288211,1288211,7156.7275390625,1200000,6666.66650390625,1288211,7156.7275390625
4737941,0,1,31,5,60,3,1,0,1,2,45,0,900000,900000,3500,900000,3500,900000,3500
4737942,0,1,34,7,91,3,0,0,1,4,59,0,4760000,3400000,8717.9482421875,1600000,6787.87890625,3400000,8717.9482421875
4737942,1,0,31,7,72,3,0,1,1,5,97,0,1567377.66666667,1567377.625,5079.46435546875,950000,4618.0556640625,1567377.625,5079.46435546875
4737943,1,0,45,5,48,2,1,0,1,2,85,0,1720000,1720000,8361.111328125,1600000,7777.77783203125,1720000,8361.111328125
4737943,1,0,48,6,45,2,0,1,1,5,84,1,988211,988211,5124.05712890625,900000,4666.66650390625,988211,5124.05712890625
4737946,1,0,56,6,60,3,1,1,1,2,58,1,1267000,1267000,4927.22216796875,1130000,4394.4443359375,1267000,4927.22216796875
4737946,0,1,46,7,48,3,1,1,3,2,54,0,1343666.66666667,1103666.625,5365.0458984375,1000000,4861.111328125,1103666.625,5365.0458984375
4737947,0,1,46,6,45,3,0,1,1,5,97,1,1515833.33333333,915833.3125,4748.76513671875,845000,4381.4814453125,915833.3125,4748.76513671875
4737947,1,0,45,6,48,3,0,1,1,5,92,1,2638333.33333333,2638333.25,12825.2314453125,2430000,11812.5,2638333.25,12825.2314453125
4737948,0,1,47,6,48,3,0,1,1,5,94,1,966953,966953,4700.4658203125,781242,3797.7041015625,966953,4700.4658203125
4737948,0,1,52,7,48,3,0,0,1,4,59,0,1000000,1000000,4861.111328125,1000000,4861.111328125,1000000,4861.111328125
4737949,1,0,25,6,48,3,0,1,1,5,98,1,1350743,1180743,5739.72314453125,781242,3797.7041015625,1180743,5739.72314453125
4737950,0,1,58,7,48,3,0,1,2,5,39,0,4433333.33333333,3033333.5,14745.37109375,2600000,12638.888671875,3033333.5,14745.37109375
4737951,1,0,35,7,48,3,0,1,1,4,55,0,965556.5,965556.5,4693.67724609375,781242,3797.7041015625,965556.5,4693.67724609375
